Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
23-12-07,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,3,45.3,241,709
30-12-07,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,9.8,52.3,297,749
1/3/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,21.5,214,376
1/5/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,10.3,32,285,NA
1/7/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.5,23.3,253,371
1/10/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,10.8,47.5,569,790
1/12/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,7,35,350,603
14-01-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.3,23,258,331
16-01-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,12,37.5,429,612
19-01-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.5,31,411,621
22-01-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,10,29,193,349
25-01-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,50.5,325,471
28-01-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,41.8,299,534
31-01-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.3,6.9,171,274
2/4/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,36.5,297,565
2/11/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,8.6,57,73
18-02-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.8,30,228,270
21-02-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5,30.2,232,403
25-02-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,23.8,16.3,118,139
28-02-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,18.3,144,294
3/7/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.7,17.1,173,225
16-03-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,16,156,218
18-03-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,27.3,288,510
14-04-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.8,29.4,407,496
17-04-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.5,38,349,625
20-04-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.8,23.5,372,631
26-04-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,36.1,316,534
5/2/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,18.3,91,269
5/4/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.3,39.5,89,258
5/5/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,30.5,81,209
5/11/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,21.4,110,492
14-05-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,28,166,497
17-05-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,21.8,94,387
20-05-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,12.6,127,607
26-05-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.8,15.2,184,500
29-05-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,14.4,165,238
6/1/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,28.7,230,515
6/5/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,17.3,188,476
6/8/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,7.7,318,567
14-06-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,16,88,347
20-06-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,25.3,124,227
22-06-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,24.3,59,216
23-06-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,15.8,89,270
30-06-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,18.5,84,243
7/2/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,16.3,54,148
7/4/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.7,NA,53,144
7/5/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,16.8,24,99
7/9/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.3,6.3,36,79
7/12/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.2,16.8,83,135
16-07-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,17.5,73,130
18-07-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,16.2,82,266
25-07-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,11.1,43,123
30-07-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,22,118,222
8/1/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,13.5,118,155
8/6/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,16.8,46,120
13-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,9.1,70,177
16-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,9.6,136,278
20-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.8,20.8,97,87
21-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3,16.8,58,118
22-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,11.6,47,118
23-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3,14.9,38,117
27-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,20.3,80,179
28-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,11.3,15,55,130
29-08-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,16,15.5,40,79
9/3/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,16,104,180
9/6/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,21,82,146
9/10/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,18,45,147
9/12/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,18.5,74,194
13-09-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,61.5,81,201
19-09-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,21.8,85,278
20-09-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,28.7,82,217
24-09-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.2,17.7,91,280
26-09-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,18,28,99
27-09-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,6.3,21.5,43,127
10/3/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,42.3,164,457
10/4/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,35.7,114,393
10/7/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,24.6,213,552
10/8/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5,19.3,171,491
10/11/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,49,295,564
14-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.7,27.7,210,450
15-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,28.3,175,401
17-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,32.2,146,295
18-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.2,26.7,186,435
22-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.3,40,406,704
23-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5,34.8,230,559
24-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.8,33.6,284,808
25-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.7,52.5,398,974
26-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,8.5,49.8,460,907
30-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,27.1,239,515
31-10-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.5,42,226,547
11/7/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4,52.3,378,693
11/8/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,10.3,44.3,321,630
11/9/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,7.3,32.5,220,393
11/10/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.2,35.2,236,396
11/11/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,38.7,212,469
11/12/2007,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.3,46,227,642
19-11-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3,60.3,295,646
26-11-07,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,7.3,62.2,424,972
1/2/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.3,18.5,226,362
1/6/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.5,13.4,245,305
1/8/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.5,42.3,299,417
1/9/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,31,343,451
1/11/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.8,27.5,355,513
17-01-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,9,27.8,301,461
20-01-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,6.3,18.8,278,493
23-01-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.8,14.1,231,439
29-01-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,23.8,319,484
2/1/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,13,200,299
2/3/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,37.8,366,555
2/6/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,36.5,364,559
17-02-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4,23.2,218,321
20-02-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,6.3,24.2,192,268
24-02-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.2,29.3,311,544
27-02-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.2,24.5,272,341
3/6/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,11,258,362
3/10/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,18.8,139,311
17-03-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,15.8,119,430
23-03-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,9.1,127,206
24-03-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,26.3,257,466
5/1/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,24.5,149,423
5/7/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,30.5,128,311
5/11/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,19.8,196,401
13-05-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,16.3,99,327
31-05-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.5,26.3,131,530
13-06-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,18.7,58,288
18-06-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,26.8,74,262
22-06-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,21.7,48,207
25-06-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,20.3,39,189
7/8/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,10.6,29,107
7/10/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,27.5,36,142
13-07-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,15.1,32,234
17-07-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,20.3,42,252
20-07-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,15.7,57,360
27-07-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,28.7,42,266
28-07-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,20.8,43,229
30-07-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,26.3,51,369
8/6/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,18.5,51,140
8/9/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,17.2,21.8,43,175
8/11/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.8,9.8,43,186
14-08-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,15.1,65,327
17-08-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,19.5,70,415
20-08-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,14.3,29,94
23-08-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,27.8,71,246
25-08-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,33.3,91,310
9/9/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3,7.5,54,285
9/10/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,9.8,58,246
9/12/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,14.8,66,254
15-09-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,20.3,96,364
17-09-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.8,12.9,77,200
19-09-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,25.3,81,264
22-09-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,13.1,71,208
24-09-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,16,58,243
26-09-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,11.9,25,86
29-09-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,17.5,60,200
10/4/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,21.5,138,405
10/7/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,24.8,177,538
10/8/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,20,163,499
10/11/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,34,213,580
15-10-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.8,12.4,184,453
18-10-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.2,20.1,193,386
19-10-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,27.6,215,578
22-10-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,47.3,264,696
25-10-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,35.8,317,802
28-10-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,33.5,267,668
29-10-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,35.5,273,641
11/1/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.3,22.9,279,607
11/4/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.3,37.7,459,887
11/6/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,71.2,570,995
11/7/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,35,364,776
13-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,29.8,282,616
15-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,29.2,370,687
18-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,21.4,255,519
20-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,24.5,286,647
22-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.5,32.5,374,661
25-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,14.7,37,503,945
27-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,8,37.4,414,733
29-11-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.5,50.2,422,667
12/1/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.8,31.7,271,583
12/3/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,9.7,31.2,237,455
12/5/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.8,26.2,288,512
12/9/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,8.5,33.7,436,722
12/10/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,39.7,388,601
12/12/2007,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,27.2,272,399
14-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,13.4,193,315
15-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,17.5,159,358
17-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.2,35,251,539
19-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,41.2,469,737
22-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,6.8,30.7,279,859
24-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5,31.3,233,522
26-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,19.8,167,370
27-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,26.8,23,183,426
29-12-07,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.8,17.5,222,408
1/2/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7.7,28.2,238,344
1/3/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,18,172,323
1/4/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,16.1,150,309
1/7/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,19.8,21.9,167,328
1/9/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,27.5,255,395
1/11/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,10.5,32.3,260,424
13-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.3,24.5,189,322
14-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.3,34.5,283,416
15-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.7,38.7,410,554
16-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6.8,45.3,329,490
17-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7.8,34.3,237,398
18-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8,22.5,205,357
20-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11.8,32.5,223,534
21-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7.5,26.3,169,377
22-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.5,24.3,180,315
23-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,27.4,28,262,401
24-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,21.3,63,368,543
25-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3,41.5,298,464
27-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,33.7,255,394
28-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,32.4,232,373
29-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,18.8,234,371
30-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,23.8,133,265
31-01-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8.2,7.7,199,282
2/3/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,21.8,359,392
2/4/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,53.6,335,470
2/5/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,16.8,33.5,223,330
2/8/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.3,124,NA
2/12/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,7.5,66,75
17-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.8,17.6,146,195
18-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,26,130,261
19-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,23.3,174,238
20-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3,21.5,105,194
21-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.8,32.2,196,327
22-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3,26.5,148,270
24-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.2,31.3,118,231
25-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.7,32.8,69,120
26-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14.8,107,167
27-02-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.7,10.8,58,160
3/3/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,20.5,67,335
3/5/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.3,92,193
3/6/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,15.4,84,177
3/7/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,22.7,109,179
3/8/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,9.5,81,174
3/10/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,21.8,84,207
15-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,13.8,64,142
17-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,23.8,94,237
19-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,22.8,123,258
21-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,8.3,59,122
22-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14.7,65,146
24-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,20.8,111,271
25-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14,109,239
26-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,19.8,114,251
27-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,18.3,126,270
28-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3,31.7,168,323
29-03-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,31.8,188,356
4/1/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.3,24.3,233,366
4/2/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7.5,13.3,219,320
4/4/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3,22.9,255,320
4/5/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7.5,32.7,245,330
4/8/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.5,27.7,230,404
4/10/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,26.7,256,341
4/11/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,47,283,367
4/12/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6.3,22.5,267,370
14-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,21.3,254,407
15-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.5,19.5,257,384
16-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.6,9.6,192,452
19-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,9.5,224,397
21-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6.5,23.3,316,498
22-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5.1,24.6,294,452
23-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,15.5,316,627
24-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,26,207,448
25-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,13.6,176,433
26-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,33.7,228,530
29-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6.5,11.5,87,401
30-04-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,8,86,389
5/1/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,13.6,86,300
5/2/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.9,93,185
5/3/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,6.8,102,281
5/5/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,16.6,97,155
5/7/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,8,63,204
5/8/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,9.7,54,195
5/10/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.8,19.2,136,343
5/12/2007,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,8.8,102,260
13-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14.9,107,247
14-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,12.5,125,309
15-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14.6,169,443
16-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.8,11.5,98,538
17-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,17,82,287
19-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3,13.3,115,369
20-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.4,120,436
21-05-07,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,9.6,141,541
