Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-04-27,14.511354166666665,24.806875,4.7210507246376805,10.101041666666665,14.45482638888889,7.624791666666667,22.419166666666666,1.1059375,56.240833333333335,0.25361111111111106,,,,0.10195652173913045,0.1889236111111111,31.019270833333334,39.17635416666666,9.87125,200.30979166666668,,,,,
2023-04-28,14.632083333333332,22.072499999999998,4.206904761904762,11.013869047619048,14.22172619047619,7.421845238095238,20.62839285714286,1.0633333333333332,64.94815476190476,0.2211904761904762,,,,0.09880952380952379,0.20916666666666667,30.833333333333336,40.884166666666665,9.388333333333334,214.96958333333333,,,,,
2023-04-29,18.670964912280702,29.00232456140351,6.739342105263159,15.232916666666666,19.15517543859649,5.8154824561403515,24.81859649122807,1.4651315789473685,77.8128947368421,0.41157894736842104,,,,0.07973684210526315,0.16710526315789473,28.11473684210526,52.19754385964912,10.493421052631579,184.8188157894737,,,,,
2023-04-30,8.094423076923077,14.915454545454544,86.04453125,19.68111111111111,58.68333333333334,10.66638888888889,36.59515625,1.07453125,79.1609375,0.20703125,,,,0.13156249999999997,0.21515625,29.91984375,48.174687500000005,8.5903125,221.88234375000002,,,,,
2023-05-01,8.099509803921569,17.07093137254902,70.76,22.219166666666666,92.92194444444445,,36.230555555555554,1.0230555555555556,83.5362037037037,0.23550925925925925,,,,0.1094607843137255,0.19490740740740742,30.317222222222224,38.84791666666667,9.079537037037037,199.91125,,,,,
2023-05-02,23.651145833333334,114.86770833333333,24.890312499999997,13.610104166666666,38.499375,11.373552631578947,13.889895833333334,1.0979166666666667,82.715,0.6301041666666667,,,,0.28822916666666665,0.4728125,25.63208333333333,46.53395833333334,3.0855208333333333,189.399375,,,,,
2023-05-03,35.14625,124.648125,24.24609375,13.885,38.1315625,8.83125,17.30984375,0.898125,73.78125,0.47984375,,,,0.5640625,0.39921875,24.20796875,41.87734375,0.6509375,168.45609375,,,,,
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-06,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-07,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,8.827,15.532999999999998,20.848854166666666,25.0559375,44.44104166666666,1.7449999999999999,38.92583333333334,1.0020833333333334,98.11010416666667,0.29614583333333333,,,,0.2469047619047619,0.8672619047619047,27.318854166666668,61.92666666666666,8.899270833333333,194.18458333333334,,,,,
2023-05-09,22.367499999999996,30.644166666666667,35.3415,29.760249999999996,62.830416666666665,5.448583333333333,51.73416666666667,1.10275,108.92349999999999,0.2425,,,,0.20825,0.32491666666666663,31.434749999999998,46.54825,6.72775,214.53775000000002,,,,,
2023-05-10,23.47083333333333,30.74625,56.12,25.242166666666666,76.06666666666666,20.633666666666663,55.21916666666666,1.109888888888889,121.31827777777777,0.3362222222222222,,,,0.27655555555555555,0.6623333333333333,29.86361111111111,52.80255555555555,8.208944444444445,201.4663888888889,,,,,
2023-05-11,37.495625,41.4834375,19.53765625,32.799427083333335,52.33609375,1.340138888888889,31.9890625,1.1295833333333334,129.89229166666667,0.4564583333333333,,,,0.24421874999999998,0.538125,31.059427083333333,45.55078125,10.003541666666667,229.82192708333335,,,,,
