Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),Ozone (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
20-06-2021 00:00,22.01,44.51,12.68,11.12,16.02,28.24,7.05,17.34,33.47,41.12,0.3,141.77,0,0,159.2,NA,NA
21-06-2021 00:00,30.65,89.23,11.79,13.25,16.64,7.13,4.5,6.82,33.34,41.2,0.3,145.71,0,0,157.51,NA,NA
22-06-2021 00:00,52.53,229.66,11.98,14.46,17.44,7.88,5.2,6.74,33.14,41.53,0.3,151.27,0,0,155.06,NA,NA
23-06-2021 00:00,78.69,299.99,12.18,16.44,18.65,8.83,4.76,7.18,32.97,41.7,0.3,155.07,0,0,153.19,NA,NA
24-06-2021 00:00,47.95,170.78,12.59,14.88,18.02,16.91,4.11,5.12,32.78,41.88,0.3,158.99,0,0,150.88,NA,NA
25-06-2021 00:00,49.02,224.08,11.88,15.74,18.04,6.03,4.7,7.92,32.86,41.71,0.3,157.24,0,0,151.73,NA,NA
26-06-2021 00:00,45.77,198.61,11.85,16.84,18.59,6.36,6.32,8.02,32.78,41.84,0.3,158.8,0,0,150.84,NA,NA
27-06-2021 00:00,66.71,212.2,12.04,17.45,19.07,6.35,5.27,21.93,32.47,42.19,0.3,164.6,0,0,147.64,NA,NA
28-06-2021 00:00,68.01,214.97,11.86,18.03,19.24,10.75,6.37,23.74,32.09,42.44,0.3,170.88,0,0,143.97,NA,NA
29-06-2021 00:00,71.97,321.35,11.97,21.12,20.97,12.09,6.83,28.41,31.64,42.67,0.3,176.21,0,0,139.91,NA,NA
30-06-2021 00:00,48.79,428.35,12.06,23.14,22.11,12.43,5.78,50,31.02,43.05,0.3,181.46,0,0,134.82,NA,NA
01-07-2021 00:00,40.86,309.26,11.91,22.57,21.69,14.5,6.45,15.75,30.25,43.35,0.3,185.71,0,0,129.23,NA,NA
02-07-2021 00:00,41.21,277.01,11.88,22.51,21.64,16.31,6.3,10.81,29.93,43.51,0.3,186.66,0,0,127.16,NA,NA
03-07-2021 00:00,35.76,163.6,11.75,21.77,21.12,14.54,5.72,13.11,30.07,43.22,0.3,186.22,0,0,127.94,NA,NA
04-07-2021 00:00,42.34,181.33,12.08,24.97,23.11,14.56,7.82,5.89,29.61,43.48,0.3,187.29,0,0,125.33,NA,NA
05-07-2021 00:00,34.14,178.51,11.71,24.32,21.67,16.06,6.27,6.42,29.89,43.7,0.3,186.18,0,0,127.51,NA,NA
06-07-2021 00:00,35.28,172.1,13.04,21.02,19.74,40.61,8.01,5.25,30.18,43.19,0.3,185.21,0,0,128.82,NA,NA
07-07-2021 00:00,43.65,224.94,14.8,19.79,19.48,31.12,7.37,5.62,30.29,43,0.3,184.47,0,0,129.39,NA,NA
08-07-2021 00:00,36.08,251.76,14.72,17.8,17.29,18.76,6.46,5.59,29.87,43.05,0.3,185.76,0,0,126.62,NA,NA
09-07-2021 00:00,35.2,101.67,10.81,20.79,19.85,70.3,5.28,10.34,28.65,43.93,0.3,189.69,0,0,120.22,NA,NA
10-07-2021 00:00,21.35,83.02,19.38,11.91,19.41,6.95,7.29,8.16,32.93,41.42,0.3,154.04,0,0,153.14,NA,NA
11-07-2021 00:00,39.39,94.35,14.78,15.21,20.11,3.37,7.81,10.66,33.54,41.12,0.3,140.2,0,0,161.12,NA,NA
12-07-2021 00:00,24.9,79.02,16.87,9.41,15.66,9.31,7.78,13.92,31.54,43.08,0.3,178.22,0,0,138.69,NA,NA
13-07-2021 00:00,28.29,58.74,13.07,11.14,16.56,5.29,8.89,18.03,31.78,42.58,0.3,174.16,0,0,140.58,NA,NA
