Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,396.51,NA,163.38,91.52,178.11,NA,30.95,1.33,22.03,0.00,0.00,NA,NA,NA,NA,NA,66.64,0.19,182.54,0.00,0.00,83.67,763.28,-0.15
2019-01-02 00:00:00,393.85,NA,96.16,65.44,110.31,NA,24.93,0.94,26.50,0.00,0.00,NA,NA,NA,NA,NA,69.39,0.27,131.15,0.00,0.00,82.77,762.94,-0.06
2019-01-03 00:00:00,336.03,NA,72.11,54.46,81.01,NA,25.42,1.79,25.14,0.00,0.00,NA,NA,NA,NA,NA,79.05,0.33,249.82,0.00,0.20,75.93,764.76,-0.03
2019-01-04 00:00:00,172.90,NA,62.65,45.08,73.81,NA,12.69,1.66,14.01,0.00,0.00,NA,NA,NA,NA,NA,81.30,0.27,243.50,0.00,0.00,76.72,763.49,-0.06
2019-01-05 00:00:00,202.37,NA,38.10,42.59,52.83,NA,23.21,1.27,25.15,0.00,0.00,NA,NA,NA,NA,NA,68.03,0.68,104.74,0.00,0.00,80.17,761.19,0.25
2019-01-06 00:00:00,117.87,NA,12.21,26.96,23.89,NA,27.31,1.20,38.15,0.00,0.00,NA,NA,NA,NA,NA,73.71,0.53,156.27,0.03,2.40,75.62,760.63,0.15
2019-01-07 00:00:00,116.56,NA,21.58,26.99,31.20,NA,17.46,1.20,20.71,0.00,0.00,NA,NA,NA,NA,NA,81.51,0.30,261.04,0.00,0.20,86.66,762.99,-0.04
2019-01-08 00:00:00,111.76,NA,17.24,23.82,26.15,NA,22.24,1.20,30.22,0.00,0.00,NA,NA,NA,NA,NA,77.13,0.36,265.25,0.00,0.00,91.73,761.20,0.02
2019-01-09 00:00:00,98.98,NA,12.54,23.58,22.38,NA,18.15,1.20,37.86,0.00,0.00,NA,NA,NA,NA,NA,68.24,0.51,274.16,0.00,0.00,87.56,760.57,0.14
2019-01-10 00:00:00,98.13,NA,60.70,50.37,71.34,NA,17.19,1.20,32.32,0.00,0.00,NA,NA,NA,NA,NA,66.89,0.29,223.60,0.00,0.00,92.11,760.31,-0.06
2019-01-11 00:00:00,189.84,NA,185.52,124.68,194.79,NA,18.87,1.19,25.16,0.00,0.00,NA,NA,NA,NA,NA,69.54,0.18,167.57,0.00,0.20,93.09,761.42,-0.14
2019-01-12 00:00:00,216.96,NA,173.27,96.03,189.17,NA,20.66,1.20,30.76,0.00,0.00,NA,NA,NA,NA,NA,68.74,0.15,158.99,0.00,0.00,87.68,760.29,-0.13
2019-01-13 00:00:00,166.99,NA,44.69,43.25,58.45,NA,21.32,1.14,36.52,0.00,0.00,NA,NA,NA,NA,NA,68.11,0.28,208.92,0.00,0.20,83.61,761.91,-0.05
2019-01-14 00:00:00,74.16,NA,10.12,18.38,17.70,NA,15.31,1.10,43.71,0.00,0.00,NA,NA,NA,NA,NA,58.28,0.64,290.07,0.00,0.00,93.26,762.79,0.25
2019-01-15 00:00:00,87.43,NA,29.36,27.58,37.81,NA,13.60,1.10,39.87,0.00,0.00,NA,NA,NA,NA,NA,60.28,0.50,264.16,0.00,0.00,96.26,761.95,0.13
2019-01-16 00:00:00,164.69,NA,124.06,71.77,135.47,NA,10.22,1.09,26.57,0.00,0.00,NA,NA,NA,NA,NA,69.31,0.19,144.89,0.00,0.00,107.22,761.41,-0.10
2019-01-17 00:00:00,216.82,NA,119.97,70.73,132.82,NA,4.66,1.10,35.88,0.00,0.00,NA,NA,NA,NA,NA,71.85,0.23,212.67,0.00,0.00,90.12,760.15,-0.12
2019-01-18 00:00:00,168.88,NA,53.68,42.46,64.56,NA,11.15,1.08,26.78,0.00,0.00,NA,NA,NA,NA,NA,76.25,0.26,221.62,0.00,0.00,93.66,760.92,-0.08
2019-01-19 00:00:00,183.81,NA,162.13,93.07,172.99,NA,12.01,1.10,27.69,0.00,0.00,NA,NA,NA,NA,NA,68.84,0.20,191.70,0.00,0.20,95.38,759.99,-0.14
2019-01-20 00:00:00,151.67,NA,133.45,84.87,151.40,NA,7.03,1.11,25.44,0.00,0.00,NA,NA,NA,NA,NA,61.77,0.17,165.08,0.00,0.00,89.97,758.11,-0.16
2019-01-21 00:00:00,90.60,NA,25.69,35.40,38.82,NA,4.93,1.10,31.46,0.00,0.00,NA,NA,NA,NA,NA,65.64,1.13,113.03,0.01,1.40,62.29,755.14,0.56
