Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-07-01,32.92135416666667,69.63885416666666,4.5109375,9.121145833333333,13.6321875,11.863020833333332,13.189895833333333,0.5541666666666667,11.04625,0.9760416666666667,0.9341666666666666,,,2.4899999999999998,1.4822916666666668,,46.82260416666667,0.049166666666666664,104.30739583333333,0.0,0.0,210.92916666666667,,
2023-07-02,30.542916666666667,67.01364583333334,5.497812499999999,8.943645833333333,14.441666666666668,9.208645833333334,7.823541666666666,0.6411458333333333,7.387291666666667,1.0414583333333334,0.8957291666666666,,,2.150520833333333,1.3994791666666666,,52.27697916666667,0.04718749999999999,95.3978125,0.0,0.0,187.28125,,
2023-07-03,35.825625,69.23145833333332,5.253645833333334,8.924375,14.178645833333334,7.841979166666667,9.111041666666667,0.6531250000000001,7.807604166666667,1.0458333333333334,0.9016666666666667,,,2.2728125,1.4017708333333332,,53.71041666666667,0.05614583333333332,93.618125,0.0,0.0,197.5510416666667,,
2023-07-04,36.18770833333333,68.094375,3.743020833333333,7.800625,11.5440625,12.8309375,15.185833333333335,0.4555882352941176,9.692916666666667,1.023452380952381,0.8636904761904761,,,1.8828571428571428,1.3645238095238095,,54.2490625,0.05406249999999999,114.5634375,0.0,0.0,159.03125,,
2023-07-05,37.81670138888889,71.44319444444444,4.86923076923077,9.723461538461539,14.59326923076923,8.215576923076922,10.981153846153846,1.533076923076923,21.502685185185186,1.209423076923077,0.9321153846153846,,,2.5364583333333335,1.608125,,59.43767361111111,0.058229166666666665,109.89534722222221,0.0,0.0,112.87395833333333,,
2023-07-06,29.7825,68.29479166666667,2.7930208333333333,6.619479166666667,9.412395833333333,9.4934375,10.975520833333334,0.26677083333333335,27.709791666666664,1.2935416666666668,0.8686458333333333,,,1.7271875,1.3803124999999998,,56.66645833333333,0.05177083333333332,104.535625,0.0,0.0,110.37916666666666,,
2023-07-07,31.638854166666665,69.0525,3.37625,7.194583333333333,10.57,10.213333333333333,10.9471875,0.42,20.155208333333334,1.3007291666666667,0.8628125,,,1.7148958333333333,1.4085416666666666,,51.54750000000001,0.050208333333333334,100.98989583333334,0.0,0.0,149.24687500000002,,
2023-07-08,32.830875000000006,72.08425,2.8607500000000003,6.268625,9.12925,9.769124999999999,10.7005,0.392875,12.6815,1.244625,0.8247916666666667,,,1.6030000000000002,1.37325,,52.38175,0.049999999999999996,108.08800000000001,0.0,0.0,175.22375,,
2023-07-09,62.89821428571428,82.55839285714286,4.109305555555555,8.511944444444444,12.622083333333334,14.558194444444444,11.246,0.6511666666666667,12.86909090909091,0.7991666666666667,0.5583333333333333,,,1.805,1.3989583333333333,,43.4475,0.04983333333333332,101.15616666666666,0.0,0.0,309.2866666666667,,
2023-07-10,32.426875,67.3965625,2.891111111111111,6.874722222222222,9.765972222222222,6.632222222222222,11.253437499999999,0.6991666666666667,11.82,0.8593981481481481,2.354074074074074,,,1.5529166666666667,2.963611111111111,,50.773229166666674,0.058437499999999996,124.76145833333334,0.0,0.0,195.51458333333335,,
2023-07-11,35.16197916666667,72.11885416666667,7.971145833333334,9.148333333333333,17.116041666666668,5.878645833333334,12.113750000000001,0.6967708333333333,18.652916666666666,1.2782291666666665,3.0585416666666667,,,1.8723958333333333,2.3472916666666666,,54.65645833333334,0.05364583333333333,83.3378125,0.0,0.0,56.833333333333336,,
2023-07-12,23.58322916666667,70.450625,5.318125,7.940833333333333,13.256458333333335,8.216979166666667,12.6640625,0.6965625000000001,27.590520833333333,1.1496875,2.6146875,,,1.9161458333333332,2.4608333333333334,,65.24666666666667,0.06062499999999999,128.3715625,0.0,0.0,74.890625,,
2023-07-13,23.361875,68.35531250000001,4.049895833333333,7.85625,11.905833333333334,8.8334375,9.014687499999999,0.536875,26.49625,0.9498958333333333,2.182395833333333,,,1.8365625,2.7455208333333334,,51.93125,0.05197916666666667,121.570625,0.0,0.0,151.74583333333334,,
2023-07-14,25.416666666666668,69.284375,3.307395833333333,7.389479166666667,10.696979166666667,10.746354166666668,11.421666666666667,0.43677083333333333,24.473645833333332,1.1525,1.3620833333333333,,,1.8782291666666666,1.902951388888889,,49.15739583333333,0.048854166666666664,113.55,0.0,0.0,185.93229166666666,,
2023-07-15,20.504375,68.17489583333334,6.688854166666666,12.159583333333332,18.848333333333333,14.337083333333332,9.382604166666667,0.6926041666666666,19.26364583333333,1.3316666666666668,0.8762500000000001,,,2.206875,1.4240625,,51.74041666666667,0.04583333333333333,85.97614583333332,0.0,0.0,107.72812499999999,,
2023-07-16,21.84875,68.0425,5.5809375,9.2878125,14.868958333333333,10.008125,11.463333333333333,0.5410416666666666,20.572083333333335,1.320625,0.8676041666666667,,,2.015833333333333,1.42,,54.541666666666664,0.051458333333333335,86.53291666666667,0.0,0.0,99.41145833333333,,
2023-07-17,22.26375,67.90333333333334,4.537083333333333,7.654375000000001,12.191458333333335,9.536145833333334,10.528645833333334,0.595875,25.986979166666668,0.7276041666666667,0.5063541666666667,,,1.251875,0.8510416666666667,,57.4325,0.04395833333333333,95.38354166666666,0.0,0.0,88.440625,,
2023-07-18,19.343854166666667,66.10052083333333,3.8347916666666664,6.734270833333333,10.568333333333333,9.243958333333333,8.318229166666667,0.6459374999999999,21.185104166666665,0.049687499999999996,0.08656249999999999,,,0.5245833333333333,0.20520833333333333,,72.49072916666667,0.040833333333333326,109.34833333333334,0.0,0.0,29.198958333333334,,
