Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,134.26,232.51,67.86,69.10,136.01,28.90,14.12,1.60,20.91,6.03,NA,NA,NA,10.32,18.68,28.79,99.90,5.57,164.87,NA,0.00,109.20,NA,NA
2021-01-02 00:00:00,160.69,237.09,34.16,81.39,115.56,31.83,5.29,1.38,30.05,6.38,NA,NA,NA,7.83,20.19,29.70,99.90,7.78,182.00,NA,0.00,234.65,NA,NA
2021-01-03 00:00:00,147.73,223.96,8.56,53.89,62.44,28.16,5.67,1.13,56.70,6.90,NA,NA,NA,5.22,17.34,28.85,99.90,3.49,187.34,NA,0.00,256.64,NA,NA
2021-01-04 00:00:00,139.56,229.61,10.53,75.62,86.14,25.27,7.29,1.28,51.23,6.09,NA,NA,NA,5.45,19.26,28.33,99.90,4.07,203.32,NA,0.00,210.70,NA,NA
2021-01-05 00:00:00,157.57,237.08,10.04,56.52,66.56,27.18,7.04,1.25,55.07,5.98,NA,NA,NA,5.43,18.35,28.67,99.89,3.40,194.48,NA,0.00,262.93,NA,NA
2021-01-06 00:00:00,162.27,243.63,11.15,59.83,70.98,26.27,8.06,1.29,46.38,5.45,NA,NA,NA,3.91,12.80,29.39,99.05,6.47,184.83,NA,0.00,283.23,NA,NA
2021-01-07 00:00:00,156.62,241.75,8.49,57.56,66.06,25.16,11.10,1.37,68.69,6.09,NA,NA,NA,4.94,14.03,30.23,99.86,2.92,138.23,NA,0.00,244.87,NA,NA
2021-01-08 00:00:00,129.87,196.57,20.21,62.80,83.01,28.69,12.01,1.21,22.04,6.12,NA,NA,NA,6.22,15.72,29.63,99.90,10.80,133.89,NA,0.00,117.00,NA,NA
2021-01-09 00:00:00,105.71,163.74,26.44,48.21,74.64,31.11,10.39,1.21,24.49,5.92,NA,NA,NA,5.63,14.37,31.08,99.90,9.55,176.60,NA,0.00,234.68,NA,NA
2021-01-10 00:00:00,114.52,175.54,31.64,53.51,85.16,29.21,10.86,1.26,24.69,5.95,NA,NA,NA,5.90,15.27,32.16,99.74,5.23,139.41,NA,0.00,264.31,NA,NA
2021-01-11 00:00:00,112.79,192.29,47.28,66.18,113.46,27.39,11.81,1.30,28.60,1.08,NA,NA,NA,2.59,5.34,32.61,98.15,18.28,151.97,NA,0.00,303.90,NA,NA
2021-01-12 00:00:00,98.73,170.17,38.05,55.54,93.60,21.20,14.32,1.11,38.89,4.74,NA,NA,NA,6.04,15.19,32.97,93.97,7.06,117.49,NA,0.00,309.42,NA,NA
2021-01-13 00:00:00,72.79,136.82,37.10,46.43,83.53,16.93,15.44,0.91,34.34,4.00,NA,NA,NA,4.67,16.12,32.78,89.57,5.87,168.41,NA,0.00,349.86,NA,NA
2021-01-14 00:00:00,92.82,171.27,45.53,70.94,116.46,16.62,17.21,1.21,47.59,1.54,NA,NA,NA,3.95,9.28,30.71,95.84,2.69,178.49,NA,0.00,333.63,NA,NA
2021-01-15 00:00:00,103.35,207.89,83.98,107.91,127.28,18.94,16.44,1.21,38.81,2.28,NA,NA,NA,8.59,14.43,28.76,95.40,4.79,189.77,NA,0.00,334.74,NA,NA
2021-01-16 00:00:00,104.62,276.72,43.94,81.65,117.47,19.35,15.27,1.25,69.78,1.31,NA,NA,NA,3.29,7.99,31.86,90.37,3.44,146.17,NA,0.00,439.85,NA,NA
