Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
24-01-2021 00:00,124.86,226.47,42.58,36.58,40.63,70.57,3.99,0.5,16.19,12.25,96.64,1.01,293.86,0,0,28.22,NA,NA
25-01-2021 00:00,153.17,238.82,47.3,40.7,40.92,74.86,4.11,0.44,27.84,11.24,90.66,0.88,279.33,0,0,37.92,NA,NA
26-01-2021 00:00,181.15,308.09,46.23,38.24,44.55,74.09,4.04,0.52,29.05,12.77,76.56,0.66,261.43,0,0,51.75,NA,NA
27-01-2021 00:00,187.3,333.34,24.69,16.67,24.22,51.71,4.57,0.8,26.83,13.09,74.58,0.69,226.4,0,0,49.26,NA,NA
28-01-2021 00:00,223.71,409.55,17.96,9.96,18.87,44.17,3.32,1.02,25.14,12.6,76.31,0.61,259.44,0,0,52.35,NA,NA
29-01-2021 00:00,198.36,302.85,18.91,10.91,19.23,45.49,2.04,0.6,26.6,13,73.04,0.72,253.15,0,0,48.86,NA,NA
30-01-2021 00:00,158.65,276.98,25.98,17.98,25.72,52.95,1.8,0.48,32.17,13.4,63.71,0.64,224.45,0,0,60.38,NA,NA
31-01-2021 00:00,211.64,382.12,29.39,21.38,29.39,56.14,2.49,1.11,19.24,14.72,62.02,0.47,231.58,0,0,57.3,NA,NA
01-02-2021 00:00,185,298.16,29.39,21.4,29.44,56.18,1.88,0.69,22.38,16.71,59.82,0.51,223.38,0,0,53.41,NA,NA
02-02-2021 00:00,279.69,459.45,18.55,22.49,25.23,60.44,2.85,0.94,26.84,17.48,69.42,0.43,218.97,0,0,47.84,NA,NA
03-02-2021 00:00,195,309.83,2.86,19.59,11.36,32.55,1.68,0.4,42.44,18.61,67.75,0.52,194.44,0,0,57.56,NA,NA
04-02-2021 00:00,165.31,240.09,3.7,9.56,4.01,3,1.54,0.39,31.44,17.32,79.01,0.54,178.77,0.03,3,45.29,NA,NA
05-02-2021 00:00,116.47,160.11,4.35,10.1,4.03,3,1.74,0.39,17.08,14.64,85.81,0.88,290.13,0,0,55.06,NA,NA
06-02-2021 00:00,105.28,156.59,2.48,8.58,3.99,9.36,1.6,0.29,23.82,15.2,78.82,0.99,289.9,0,0,57.2,NA,NA
07-02-2021 00:00,165.32,259.61,6.45,17.31,11.78,16.48,1.62,0.39,28.5,15.32,80.6,0.75,252.14,0,0,59.26,NA,NA
08-02-2021 00:00,237.75,500.03,12.39,25.75,21.16,24.89,2.16,0.81,26.51,16.44,78.79,0.66,266.29,0,0,56.01,NA,NA
09-02-2021 00:00,193.42,306.11,17.9,13.07,23.97,34.15,1.58,0.83,25.97,17.98,69.61,0.52,209.47,0,0,60.3,NA,NA
10-02-2021 00:00,133.28,223.66,9.65,11.03,12.32,21.15,1.54,0.43,33.67,19.62,60.36,0.56,208.39,0,0,54.99,NA,NA
11-02-2021 00:00,213.61,310.75,7.24,14.6,3.91,11.87,1.9,0.66,25.88,18.09,76.87,0.71,271.42,0,0,54.12,NA,NA
12-02-2021 00:00,261.31,388.23,17.31,26.98,5.21,9.61,2.05,0.71,25.61,17.86,81.4,0.52,239.57,0,0,47.86,NA,NA
13-02-2021 00:00,231.88,409.79,12.72,21.4,5.7,9.78,2.84,0.9,26.44,17.78,76.72,0.5,198.05,0,0,43.22,NA,NA
14-02-2021 00:00,264.54,443.72,10.72,18.77,7.99,14,2.14,0.84,26,18.74,79.15,0.49,212.92,0,0,59.98,NA,NA
15-02-2021 00:00,201.07,395.74,9,16.64,7.1,13.52,2.2,0.98,24.33,20.24,72.5,0.43,227.84,0,0,59.33,NA,NA
16-02-2021 00:00,206.92,352.28,11.97,20.27,9.55,15.55,2.2,1.3,34.81,21.24,67.24,0.51,241.07,0,0,61.29,NA,NA
17-02-2021 00:00,234.95,419.11,8.99,17.88,7.37,13.35,2.55,1.37,27.01,19.85,67.2,0.69,273.95,0,0,55.32,NA,NA
18-02-2021 00:00,215.25,423.26,6.22,15.8,6.42,11.86,3.08,1.74,31.2,19.97,65.34,0.55,239.82,0,0,61.73,NA,NA
19-02-2021 00:00,247.13,421.76,18.01,19.52,18.45,38.29,2.96,1.65,27.03,19.03,78.77,0.73,262.85,0,0,56.23,NA,NA
20-02-2021 00:00,156.75,255.68,8.02,15.01,5.04,20.06,2.02,1.25,22.79,18.38,73.03,0.75,272.66,0,0,46.88,NA,NA
21-02-2021 00:00,198.91,321.23,7.98,14.97,5.01,19.99,1.83,1.09,31.45,19.68,65.69,0.53,257.06,0,0,65.44,NA,NA
22-02-2021 00:00,188.92,325.17,8,15.04,5.04,20.02,2.02,1.01,28.33,20.9,62.13,0.53,234.42,0,0,63.5,NA,NA
23-02-2021 00:00,198.04,402.2,7.96,14.97,4.96,20.03,2.59,1.46,24.61,21.17,61.9,0.43,231.39,0,0,71.96,NA,NA
24-02-2021 00:00,155.57,361.13,8.02,14.99,4.98,19.99,2.67,1.31,25.72,25.94,38.82,0.54,227.28,0,0,68.01,NA,NA
25-02-2021 00:00,162.57,351.29,8,15.01,4.96,20.02,2.67,1.26,23.69,23.6,55.43,0.47,238.8,0,0,67.58,NA,NA
26-02-2021 00:00,115.93,268.13,5.91,13.28,4.54,14.55,2.1,0.73,23.73,24.64,52.58,0.53,231.51,0,0,73.86,NA,NA
27-02-2021 00:00,83.34,312.73,0.53,8.81,3.07,9,1.73,0.64,28.91,26.06,36.75,0.65,228.42,0,0,66.54,NA,NA
28-02-2021 00:00,133.58,294.55,2.04,9.5,6.12,12.16,2,0.86,32.31,24.07,41.11,0.71,278.74,0,0,74.26,NA,NA
01-03-2021 00:00,103.27,195.63,1.32,8.26,8.01,15,2.05,0.52,36.62,21.64,42.14,1.18,295.45,0,0,74.56,NA,NA
02-03-2021 00:00,112.19,195.51,1.52,8.42,8.01,17.19,2.44,0.43,50.55,18.05,54.05,1.41,302.07,0,0,79.76,NA,NA
03-03-2021 00:00,121.69,222.55,3.76,11.04,10.33,25.25,2.21,0.73,36.8,25.06,30.34,0.72,261.59,0,0,79.68,NA,NA
04-03-2021 00:00,146.28,366.7,6.33,14.27,13,29,2.69,1.22,31.11,24.01,37.45,0.44,228.59,0,0,80.82,NA,NA
05-03-2021 00:00,157.27,295.86,3.68,10.48,10.02,23.04,2.62,1.07,37.15,23.34,48.68,1.11,289.56,0,0,79.53,NA,NA
06-03-2021 00:00,112.2,267.76,1.66,7.72,11.91,19,1.98,0.72,40.31,23.47,43.42,0.65,240.45,0,0,84.45,NA,NA
07-03-2021 00:00,100.17,264.38,1.25,7.38,14.98,19,2.19,0.88,43.47,25.83,39.27,0.6,159.56,0,0,77.43,NA,NA
08-03-2021 00:00,98.54,266.48,2.1,8.08,10.11,19,1.69,0.65,36.9,24.91,56.27,0.55,140.88,0,0,81.94,NA,NA
09-03-2021 00:00,119.29,298.77,2.55,8.45,15.01,19,1.98,0.69,20.06,26.03,62.43,0.46,168.67,0.05,5,79.36,NA,NA
10-03-2021 00:00,96.36,193.05,2.67,8.54,15.01,19,1.91,0.49,19.9,25.3,53.48,0.56,248.48,0,0,89.39,NA,NA
11-03-2021 00:00,147.75,393.94,2.74,8.6,15.02,19,2.1,0.98,20.03,26.23,67.72,0.45,221.77,0,0,112.36,NA,NA
12-03-2021 00:00,181.3,281.21,2.74,8.6,15.01,19,1.7,0.59,20,25,45.93,0.54,191.6,0.11,10,76.46,NA,NA
13-03-2021 00:00,138.52,210.39,2.31,8.25,14.85,19,1.79,0.63,19.96,23.87,56.92,0.66,248.31,0,0,116.15,NA,NA
14-03-2021 00:00,108.87,239.1,1.55,7.63,14.99,19,2.12,0.66,20.01,26.1,43.01,0.71,282.15,0,0,101.47,NA,NA
15-03-2021 00:00,100.17,253.3,1.29,7.42,14.99,19,1.98,0.65,20.02,24.93,53.07,0.74,244.71,0,0,110.67,NA,NA
16-03-2021 00:00,129.82,333.26,1.5,7.59,14.99,19,2.1,0.61,20.02,25.03,54.44,0.91,299.33,0,0,104.92,NA,NA
17-03-2021 00:00,161.78,400.4,1.45,7.47,14.81,18.8,2.01,0.71,20.05,26.7,45.72,0.61,270.19,0,0,96.75,NA,NA
18-03-2021 00:00,180.66,470.52,1.11,4.97,14.98,18.99,2.92,0.78,20.03,26.86,44.17,0.54,257.83,0,0,110.59,NA,NA
19-03-2021 00:00,110.78,264.34,3.61,5.63,15.02,19,3.91,0.61,19.92,27.43,40.63,0.76,276.59,0,0,101.21,NA,NA
20-03-2021 00:00,117.92,232.47,2.49,4.5,15.01,19,4.49,0.78,20.03,26.23,43.66,0.67,266.12,0,0,139.39,NA,NA
21-03-2021 00:00,122.17,296.68,2.62,4.64,15.01,19,4.29,1.24,20.01,27.47,43.75,0.49,200,0,0,115.22,NA,NA
22-03-2021 00:00,82.39,230.06,2.6,4.6,15.01,19,4.14,0.6,19.92,26.81,40.75,0.64,221.11,0.03,3,104.77,NA,NA
23-03-2021 00:00,85.14,247.91,4.36,7.43,13.74,25.43,5.01,0.52,20.04,23.89,46.82,0.66,225.56,0.01,0.5,101.3,NA,NA
24-03-2021 00:00,53.92,162.71,5.7,10.57,11.79,35.15,6.38,0.43,19.99,25.09,41.58,0.78,274.23,0,0,125.22,NA,NA
25-03-2021 00:00,82.39,151.81,5.07,10.06,11.78,35.14,6.87,0.45,19.96,23,52.89,1.3,300.13,0,0,145.28,NA,NA
26-03-2021 00:00,95.53,159.3,5.45,10.37,11.78,35.15,9.81,0.56,34.8,23.97,48.61,0.96,280,0,0,150.23,NA,NA
27-03-2021 00:00,109.63,293.17,5.16,10.12,11.77,35.15,10,1,32.72,26.86,45.32,0.56,243.21,0,0,138.76,NA,NA
28-03-2021 00:00,139.42,353.4,5.09,10.07,11.77,35.15,10,1.42,32.27,29.16,40.01,0.52,223.33,0,0,139.07,NA,NA
29-03-2021 00:00,123.32,250,5.1,10.07,11.77,35.15,10,0.85,39.77,30.9,31.08,0.45,202.53,0,0,151.02,NA,NA
30-03-2021 00:00,127.8,416.05,5.29,10.23,11.78,35.15,10,0.8,32.09,30.22,30.73,0.87,241.55,0,0,155.86,NA,NA
31-03-2021 00:00,69.68,254.52,6.11,11.06,12.92,36.29,6.35,0.37,44.38,27.74,21.27,1.44,288.58,0,0,163.04,NA,NA
01-04-2021 00:00,46.98,253.99,11.29,9.71,11.49,35.84,2.01,0.34,40.07,26.86,14.58,1.39,284.08,0,0,163.61,NA,NA
02-04-2021 00:00,67.11,181.43,14.7,4.33,7.33,30.99,2.41,0.5,31.54,26.37,14.33,0.85,288.54,0,0,153.81,NA,NA
03-04-2021 00:00,66.53,189.58,9.39,10.42,11.89,36.72,2.32,0.74,33.62,27.49,12.49,0.59,237.55,0,0,171.89,NA,NA
04-04-2021 00:00,121.36,284.57,9,13.81,15.79,39.15,3.25,1.17,36.91,28.48,17.87,0.65,250.27,0,0,177.85,NA,NA
05-04-2021 00:00,149.49,338.15,10.89,15.9,18.74,45.04,3.1,1.09,42.95,31.05,17.92,0.42,221.16,0,0,158.51,NA,NA
06-04-2021 00:00,160.13,324.87,10.9,16.04,20.53,44.88,4.24,0.84,75.17,31.38,23.73,0.5,227.15,0,0,116.44,NA,NA
07-04-2021 00:00,151.46,315.09,8.34,13.27,19.89,36.3,2.12,0.57,49.58,29.08,30.33,0.94,281.42,0,0,138.59,NA,NA
08-04-2021 00:00,82.97,178.1,4.95,9.96,20.78,26.12,2.19,0.54,44.58,28.21,21.87,0.81,301.41,0,0,155.1,NA,NA
09-04-2021 00:00,90.89,226.55,3.76,8.76,15.13,26.26,3.3,0.7,35.87,28.84,16.05,0.88,286.74,0,0,165.15,NA,NA
10-04-2021 00:00,89.76,240.54,2.24,7.42,5.25,34.76,2.39,0.87,33.25,30.88,13.41,0.59,262.25,0,0,161.21,NA,NA
11-04-2021 00:00,98.75,252.69,2.97,8.96,5.99,39.97,3.64,0.74,34.6,33.3,9.15,0.68,267.19,0,0,164.69,NA,NA
12-04-2021 00:00,131.77,307.39,4.14,9.6,13.72,31.19,2.98,1.72,36.48,31.33,18.62,0.57,243.92,0,0,149.59,NA,NA
13-04-2021 00:00,105.39,253.85,3.89,9.46,11.93,33.27,3.66,0.92,34.88,32.21,18.72,0.69,280.33,0,0,151.76,NA,NA
14-04-2021 00:00,81.77,257.42,3.01,8.99,5.99,39.9,7.43,0.52,39.37,31.36,20.91,0.72,267.19,0,0,159.09,NA,NA
15-04-2021 00:00,76.89,293.6,3,8.98,5.92,39.98,10.24,0.52,36.27,32.54,16.24,0.65,243.94,0,0,142.29,NA,NA
16-04-2021 00:00,115.05,351.31,3.01,9.01,6.03,39.91,10.27,0.77,33.51,30.28,29.6,0.62,237.25,0.07,7,145.45,NA,NA
17-04-2021 00:00,40.49,110.86,2.99,9.01,5.73,39.93,10.23,0.39,29.26,23.49,62.48,0.6,250.47,0,0,115.65,NA,NA
18-04-2021 00:00,74.01,225.7,3.02,8.97,5.95,40.06,10.29,0.68,40.11,NA,NA,0.62,232.18,0,0,176.17,NA,NA
19-04-2021 00:00,114.16,271.29,2.98,8.98,6.02,40.01,10.2,0.8,42.99,25.15,40.84,0.74,266.33,0,0,173.25,NA,NA
20-04-2021 00:00,87.34,233.81,3,8.95,6,40.1,10.24,0.73,51.65,25.16,40.81,0.7,214.22,0,0,123.84,NA,NA
21-04-2021 00:00,53.44,113.31,3.67,10.31,6.62,42.17,12.5,0.36,42.16,24.88,40.35,0.65,278.23,0,0,188.45,NA,NA
22-04-2021 00:00,65.36,153.54,5.99,14.99,9.02,50.01,20.31,0.44,53.43,NA,NA,0.44,213.49,0,0,179.79,NA,NA
23-04-2021 00:00,66.44,205.49,6.02,14.98,9.04,49.94,20.4,0.5,58.4,14.21,19.4,0.55,185.52,0,0,126.98,NA,NA
24-04-2021 00:00,68.28,139.78,6.01,15.03,9,50.01,20.4,0.47,51.29,11.52,19.74,1.1,302.13,0,0,199.64,NA,NA
25-04-2021 00:00,122.35,251.7,5.97,15.01,9.05,50.08,20.26,0.77,44.33,NA,NA,0.92,260.42,0,0,199.38,NA,NA
26-04-2021 00:00,153.84,333.32,6.01,15.06,9.02,49.99,20.38,1.32,42.97,NA,NA,0.54,245.08,0,0,191.92,NA,NA
27-04-2021 00:00,159.82,426.59,4.46,12.46,7.51,39.93,13.55,1.55,34.39,36.07,14.72,0.7,248.5,0,0,174.11,NA,NA
28-04-2021 00:00,149.11,381.34,3.03,10.01,6.01,30.01,6.92,1.23,30.59,34.54,17.83,0.59,242.61,0,0,167.4,NA,NA
29-04-2021 00:00,145.58,410.06,3,10,6.02,30,6.89,0.85,34.47,34.52,18.02,0.75,250.79,0,0,166.88,NA,NA
30-04-2021 00:00,127.9,426.06,3,10.01,6,30.05,6.9,0.74,37.96,33.6,22.04,0.54,222.89,0,0,155.5,NA,NA
01-05-2021 00:00,82.02,234.8,3.03,10.03,5.98,30.02,6.93,0.49,38.17,33.66,23.44,0.53,220.77,0.01,0.5,165.27,NA,NA
02-05-2021 00:00,70.45,207.48,2.98,9.99,5.98,29.98,6.87,0.57,25.8,32.65,27.31,0.52,227.92,0,0,117.34,NA,NA
03-05-2021 00:00,95.05,362.11,4.26,13.16,4.71,26.89,6.1,0.5,20.14,33.16,26.48,0.55,230.46,0,0,168.44,NA,NA
04-05-2021 00:00,76.39,183.69,4.99,15,3.87,24.97,5.63,0.6,19.46,34.1,23.51,0.38,184.14,0,0,157.47,NA,NA
05-05-2021 00:00,82.72,230.59,7.44,17.44,6.2,28.02,3.9,0.51,35.95,32.78,33.91,0.46,200.01,0,0,184.12,NA,NA
06-05-2021 00:00,73.28,168.16,9.45,19.44,7.96,30.44,3.27,0.5,50.58,29.79,48.34,0.61,175.34,0.02,2,162.94,NA,NA
07-05-2021 00:00,58.69,107.4,9.49,19.46,7.39,30.49,4.02,0.51,42.38,27.53,52.12,0.56,238.55,0,0,226.6,NA,NA
08-05-2021 00:00,80.24,158.52,7.95,16.79,6.13,27.14,2.79,0.51,48.78,32.49,34.22,0.55,222.81,0,0,185.06,NA,NA
09-05-2021 00:00,73.79,164.25,7.03,15,4.98,24.91,2.03,0.54,57.9,30.96,41.17,0.61,234.29,0.03,2.5,188.61,NA,NA
10-05-2021 00:00,75.52,161.99,7,14.98,4.98,25,2,0.5,58.81,30.8,39.85,0.62,197.99,0,0,155.82,NA,NA
11-05-2021 00:00,87.48,167.59,6.99,15.02,5,24.99,1.99,0.47,31.92,31.72,36.92,0.61,230.82,0,0,189.9,NA,NA
12-05-2021 00:00,46.76,151.11,6.47,14.24,4.46,23.61,2.26,0.33,38.45,30.67,38.27,0.74,233.77,0,0,197.6,NA,NA
13-05-2021 00:00,50.85,110.45,5.01,12.01,2.99,20.04,3,0.41,24.04,27.97,53.12,0.57,170.04,0,0,141.53,NA,NA
14-05-2021 00:00,62.15,121.87,4.99,11.97,2.99,19.99,2.99,0.44,29.81,30.22,47.87,0.48,197.75,0,0,190.68,NA,NA
15-05-2021 00:00,49.12,209.8,5,12,2.98,19.98,3,0.35,37.88,30.61,37.83,0.59,206.5,0,0,134.16,NA,NA
16-05-2021 00:00,72.35,172.3,5.01,12.03,3,19.99,3.01,0.56,54.33,33.32,26.9,0.47,231.34,0,0,203.61,NA,NA
17-05-2021 00:00,98.76,221.7,6.96,10.71,4.29,21.93,4.31,0.73,38.7,33.17,32.14,0.61,245.32,0,0,93.15,NA,NA
18-05-2021 00:00,37.01,87.65,8,9.98,5,22.99,5,0.35,30.91,27.13,61.99,0.81,263.92,0.01,1,44.16,NA,NA
19-05-2021 00:00,49.03,89.4,7.99,10.02,5.01,23.01,4.99,0.43,29.92,21.76,99,0.6,224.99,2.37,225.5,30.73,NA,NA
20-05-2021 00:00,38.41,80.31,5.67,8.26,3.75,18.36,3.84,0.35,41.98,24.85,90.71,0.97,254.84,0.25,23.5,130.11,NA,NA
21-05-2021 00:00,50,83.18,4.01,6.98,2.99,15.02,3.01,0.38,48.14,25.85,89.14,0.65,209.14,0.27,25.5,115.04,NA,NA
22-05-2021 00:00,39.93,99.54,3.99,7,3.01,14.93,3,0.37,74.11,27.8,62.46,0.63,233.96,0.68,64.5,226.35,NA,NA
23-05-2021 00:00,135.48,349.67,4.6,7.3,3.31,15.9,3.9,0.4,73.61,27.85,57.27,0.77,252.79,0,0,171.96,NA,NA
24-05-2021 00:00,55.97,159.47,5.99,8.02,4,18.01,5.98,0.29,82.72,29.45,43.2,0.97,261.32,0,0,238.64,NA,NA
25-05-2021 00:00,72.04,175.51,5.99,7.99,3.95,18.01,5.99,0.4,89.11,31.86,33.79,0.96,273.98,0,0,240.36,NA,NA
26-05-2021 00:00,72.94,195.21,5.99,8.02,3.99,17.98,5.99,0.64,95.96,29.01,49.72,0.71,257.84,0,0,228.88,NA,NA
27-05-2021 00:00,54.84,199.52,9.75,11.68,5.87,21.69,4.18,0.51,61.85,33.72,33.13,0.68,253.23,0.03,2.5,230.3,NA,NA
28-05-2021 00:00,51.6,134.46,11.99,14.02,6.99,23.96,2.99,0.33,42.5,31.87,58.56,0.73,156.07,0,0,228.59,NA,NA
29-05-2021 00:00,31.8,152.05,12,14.03,6.99,24.04,3,0.27,43.68,31.92,54.73,0.81,198.39,0,0,209.31,NA,NA
30-05-2021 00:00,25.14,105.76,11.99,13.99,6.68,24.06,2.99,0.28,46.13,30.7,61.65,0.49,186.16,0.06,5,221.52,NA,NA
31-05-2021 00:00,53.69,165.42,12.87,15.76,7.44,25.34,2.55,0.35,41.27,32.66,49.02,0.43,191.57,0,0,178.75,NA,NA
01-06-2021 00:00,51.24,175.74,13.89,17.34,6.91,28.64,2,0.28,43.83,27.23,70.37,0.66,195.16,0.05,4.5,124.62,NA,NA
02-06-2021 00:00,75.22,153.74,17.98,11.56,13.19,41.28,2,0.4,36.42,30.81,56.72,0.49,181.41,0,0,183.35,NA,NA
03-06-2021 00:00,62.45,152.84,21.83,11.81,13.95,50.01,2,0.45,43.33,32.51,45.81,0.46,240.46,0,0,209.14,NA,NA
04-06-2021 00:00,74.09,188.77,11.35,14.02,6.8,34.51,2,0.45,41.41,32.45,53.01,0.5,221.84,0.03,3,197.29,NA,NA
05-06-2021 00:00,60.65,150.65,13.13,8.36,10.66,35.33,2.01,0.43,42.37,30.52,54.01,0.53,192.64,0.04,4,211.11,NA,NA
06-06-2021 00:00,48.9,167.16,10.65,5.04,7.83,12.35,2.01,0.45,29.05,35.12,39.32,0.46,197.12,0,0,210.93,NA,NA
07-06-2021 00:00,67.38,215.92,13.74,12.19,9.12,31.91,1.99,0.45,33.24,34.72,42.5,0.56,238.94,0,0,116.52,NA,NA
08-06-2021 00:00,58.6,294.81,15.14,8.5,11.48,31.26,2.01,0.45,23.04,37.19,32.17,0.5,167.55,0,0,202.92,NA,NA
09-06-2021 00:00,57.62,276.8,10.59,8.21,8.92,33.36,2,0.33,28.6,37.62,34.22,0.54,161.38,0,0,191.34,NA,NA
10-06-2021 00:00,79.58,291.03,1.95,6.86,4.18,34.1,1.99,0.5,52.04,34.07,60.65,0.64,121.68,0.04,3.5,171.46,NA,NA
11-06-2021 00:00,53.03,231.78,3.64,7.09,4.22,39.79,1.99,0.4,70.03,31.86,65.9,0.52,191.58,0,0,173.15,NA,NA
12-06-2021 00:00,55.71,144.28,7.34,6.43,5.37,41.72,2,0.48,52.05,31.77,66.22,0.83,125.65,0,0,200.38,NA,NA
13-06-2021 00:00,45.72,102.14,33.46,7.84,25.52,69.23,1.99,0.36,56.87,30.85,70.91,0.76,226.46,0.01,0.5,158.73,NA,NA
14-06-2021 00:00,56.87,110.44,6.71,11.08,8.07,49.18,1.99,0.4,65.52,32.45,62.69,0.61,185.97,0,0,128.59,NA,NA
15-06-2021 00:00,43,96.81,2.68,10.76,7.17,49.18,2,0.34,52.55,30.89,68.98,0.59,225.56,0.04,3.5,183.96,NA,NA
16-06-2021 00:00,44.11,78.49,2.93,11.81,7.86,55.34,2,0.39,59,30.35,69.56,0.52,224.46,0,0,146.79,NA,NA
17-06-2021 00:00,47.24,83.89,4.62,12.57,6.63,53.76,1.99,0.46,39.87,30.97,68.33,0.43,167.5,0,0,176.99,NA,NA
18-06-2021 00:00,47.69,73.94,6.58,9.01,5.97,44.23,2.01,0.38,33.85,30.1,79.6,0.47,150.35,0,0,177.05,NA,NA
19-06-2021 00:00,32.58,72.65,9.26,10.19,8.7,51.01,1.99,0.35,29.51,29.84,78.33,0.5,213.89,0,0,167.83,NA,NA
20-06-2021 00:00,31.53,62.4,11.81,9.13,11.22,48.56,2.01,0.37,27.75,29.54,82.04,0.44,200.05,0,0,142.55,NA,NA
21-06-2021 00:00,41.86,94.35,11.3,10.86,11.71,50,1.99,0.44,39.16,31.81,71.04,0.54,206.86,0.01,0.5,189.46,NA,NA
22-06-2021 00:00,74.02,178.5,10.38,9.65,9.16,53.7,2,0.46,38.72,34.13,49.48,0.73,253.59,0,0,130.93,NA,NA
23-06-2021 00:00,88.4,325.37,11.69,14.28,13.82,70.68,2.9,0.51,46.75,35.07,39.39,0.56,222.34,0,0,188.31,NA,NA
24-06-2021 00:00,73.81,195.72,10.73,12.64,7.65,59.69,4.69,0.47,22.5,32.29,64.65,0.58,183.34,0,0,156.83,NA,NA
25-06-2021 00:00,63.85,198.07,9.28,12.27,4.31,32.2,1.89,0.33,30.3,32.31,54.24,0.67,251.9,0,0,198.39,NA,NA
26-06-2021 00:00,55.29,177.57,14.98,2.25,3.56,31.28,3.1,0.38,39.46,31.84,53.4,0.54,217.99,0,0,139.05,NA,NA
27-06-2021 00:00,97.36,239.32,15.6,4.16,5.06,31.69,3.35,0.54,48.89,34.26,50.73,0.52,190.08,0,0,195.49,NA,NA
