Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,17.81,38.17,52.17,7.57,59.74,26.81,11.37,0.94,46.59,1.26,NA,NA,NA,0.19,0.34,22.57,65.35,8.97,188.12,NA,NA,NA,NA,NA
2022-01-02 00:00:00,17.40,40.14,50.85,8.16,59.01,29.96,12.54,1.01,49.71,1.27,NA,NA,NA,0.19,0.38,22.73,61.50,8.76,199.48,NA,NA,NA,NA,NA
2022-01-03 00:00:00,23.51,47.96,36.98,10.46,46.98,28.40,11.75,0.92,62.38,1.01,NA,NA,NA,0.16,0.35,22.15,59.32,8.62,157.39,NA,NA,NA,NA,NA
2022-01-04 00:00:00,25.63,50.38,32.56,14.12,46.67,29.27,11.97,0.86,70.64,1.02,NA,NA,NA,0.18,0.39,21.73,54.67,8.21,164.75,NA,NA,NA,NA,NA
2022-01-05 00:00:00,26.96,52.67,32.47,12.83,44.01,34.85,13.87,0.87,72.09,0.86,NA,NA,NA,0.18,0.37,21.53,51.07,8.20,132.10,NA,NA,NA,NA,NA
2022-01-06 00:00:00,29.61,55.93,31.48,12.84,42.55,32.93,11.76,0.94,73.97,1.11,NA,NA,NA,0.19,0.38,22.24,53.08,8.77,202.79,NA,NA,NA,NA,NA
2022-01-07 00:00:00,24.04,47.37,34.62,10.22,44.02,33.28,11.34,0.79,75.20,0.92,NA,NA,NA,0.19,0.32,23.35,58.25,9.09,202.48,NA,NA,NA,NA,NA
2022-01-08 00:00:00,18.22,40.93,31.75,10.33,42.08,25.18,9.81,0.79,81.65,0.80,NA,NA,NA,0.20,0.35,24.07,54.22,9.28,156.71,NA,NA,NA,NA,NA
2022-01-09 00:00:00,10.14,24.53,30.27,9.13,39.40,23.92,9.96,0.70,84.92,0.56,NA,NA,NA,0.21,0.46,24.13,47.06,9.43,220.77,NA,NA,NA,NA,NA
2022-01-10 00:00:00,12.85,31.91,26.30,9.08,35.06,24.88,10.34,0.75,89.13,0.73,NA,NA,NA,0.32,0.96,23.49,52.64,9.47,246.59,NA,NA,NA,NA,NA
