Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,30.93,86.81,9.34,23.26,32.61,75.19,11.37,0.80,29.35,NA,NA,NA,NA,NA,NA,22.44,60.87,8.75,231.60,NA,NA,NA,NA,NA
2021-01-02 00:00:00,31.31,87.06,11.42,25.61,37.03,62.08,8.65,0.65,26.53,NA,NA,NA,NA,NA,NA,21.11,62.60,9.23,203.98,NA,NA,NA,NA,NA
2021-01-03 00:00:00,24.61,73.17,11.58,22.88,34.46,73.43,11.55,0.66,28.71,NA,NA,NA,NA,NA,NA,22.82,63.36,8.85,230.77,NA,NA,NA,NA,NA
2021-01-04 00:00:00,21.31,63.29,10.84,20.28,31.12,88.36,14.94,0.58,25.01,NA,NA,NA,NA,NA,NA,23.69,60.55,8.11,220.75,NA,NA,NA,NA,NA
2021-01-05 00:00:00,19.49,61.54,17.26,20.69,37.94,85.56,14.72,0.52,17.39,NA,NA,NA,NA,NA,NA,23.47,61.69,8.35,231.36,NA,NA,NA,NA,NA
2021-01-06 00:00:00,11.60,35.81,20.79,15.99,36.78,83.02,15.09,0.47,10.91,NA,NA,NA,NA,NA,NA,23.10,71.99,8.30,215.32,NA,NA,NA,NA,NA
2021-01-07 00:00:00,7.79,29.55,25.65,14.43,40.08,89.25,14.06,0.44,6.16,NA,NA,NA,NA,NA,NA,22.77,75.64,8.74,226.87,NA,NA,NA,NA,NA
2021-01-08 00:00:00,13.75,46.52,20.88,16.80,37.68,111.89,16.19,0.49,13.15,NA,NA,NA,NA,NA,NA,24.41,61.72,8.22,200.62,NA,NA,NA,NA,NA
2021-01-09 00:00:00,10.50,41.16,20.55,13.12,33.67,106.63,10.00,0.42,6.96,NA,NA,NA,NA,NA,NA,24.20,66.89,9.56,207.10,NA,NA,NA,NA,NA
2021-01-10 00:00:00,15.05,54.48,22.01,17.64,39.65,85.85,7.73,0.68,9.15,NA,NA,NA,NA,NA,NA,23.45,62.88,9.92,163.57,NA,NA,NA,NA,NA
2021-01-11 00:00:00,20.01,70.60,25.70,19.93,44.90,89.52,15.70,0.53,8.44,NA,NA,NA,NA,NA,NA,23.44,61.00,7.84,204.47,NA,NA,NA,NA,NA
2021-01-12 00:00:00,17.37,73.55,28.44,22.17,50.62,132.55,17.91,0.49,12.59,NA,NA,NA,NA,NA,NA,23.01,50.10,7.34,186.24,NA,NA,NA,NA,NA
2021-01-13 00:00:00,21.45,81.32,24.68,24.32,49.00,105.15,16.13,0.53,16.21,NA,NA,NA,NA,NA,NA,23.15,51.29,7.65,197.09,NA,NA,NA,NA,NA
2021-01-14 00:00:00,20.04,85.02,29.07,23.59,52.67,102.49,18.85,0.61,16.43,NA,NA,NA,NA,NA,NA,23.20,53.34,7.46,214.89,NA,NA,NA,NA,NA
2021-01-15 00:00:00,33.70,102.59,27.15,21.31,48.07,81.83,15.98,0.67,17.61,NA,NA,NA,NA,NA,NA,23.49,48.70,7.71,234.37,NA,NA,NA,NA,NA
2021-01-16 00:00:00,34.86,113.96,23.51,28.66,52.18,48.63,15.88,0.77,11.16,NA,NA,NA,NA,NA,NA,24.71,49.71,7.28,208.24,NA,NA,NA,NA,NA
2021-01-17 00:00:00,30.24,99.99,20.59,32.14,52.73,21.82,33.97,0.72,24.45,NA,NA,NA,NA,NA,NA,24.36,49.00,8.97,241.99,NA,NA,NA,NA,NA
2021-01-18 00:00:00,38.27,82.44,18.48,26.74,44.71,15.42,11.01,0.58,37.10,NA,NA,NA,NA,NA,NA,20.80,53.67,11.38,213.57,NA,NA,NA,NA,NA
2021-01-19 00:00:00,48.67,74.72,26.70,33.60,60.30,10.50,6.95,0.48,28.76,NA,NA,NA,NA,NA,NA,NA,55.73,11.90,184.90,NA,NA,NA,NA,NA
2021-01-20 00:00:00,49.32,79.82,25.92,34.24,60.14,9.15,4.79,0.52,28.89,NA,NA,NA,NA,NA,NA,NA,51.05,11.85,217.12,NA,NA,NA,NA,NA
2021-01-21 00:00:00,52.44,82.31,17.03,34.99,52.02,14.15,12.28,0.48,47.25,NA,NA,NA,NA,NA,NA,27.81,45.64,6.97,176.74,NA,NA,NA,NA,NA
2021-01-22 00:00:00,53.31,74.90,17.58,31.13,48.70,13.43,10.71,0.47,37.39,NA,NA,NA,NA,NA,NA,21.81,56.43,1.19,215.90,NA,NA,NA,NA,NA
2021-01-23 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-24 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-25 00:00:00,36.00,76.00,93.66,27.46,121.09,77.06,180.41,0.91,50.32,NA,NA,NA,NA,NA,NA,27.73,32.85,0.84,225.56,NA,NA,NA,NA,NA
2021-01-26 00:00:00,22.99,80.68,31.37,38.48,69.84,25.44,11.50,0.97,49.92,NA,NA,NA,NA,NA,NA,27.42,21.12,0.79,213.75,NA,NA,NA,NA,NA
